process_id,rule_id,application_url,url_role,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,process_notes,verification_status
C042-V1-PROCESS,C042-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C043-V1-PROCESS,C043-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C044-V1-PROCESS,C044-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C045-V1-PROCESS,C045-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C046-V1-PROCESS,C046-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C047-V1-PROCESS,C047-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C048-V1-PROCESS,C048-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C049-V1-PROCESS,C049-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C050-V1-PROCESS,C050-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C051-V1-PROCESS,C051-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C052-V1-PROCESS,C052-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C053-V1-PROCESS,C053-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C054-V1-PROCESS,C054-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C055-V1-PROCESS,C055-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C056-V1-PROCESS,C056-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C057-V1-PROCESS,C057-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C058-V1-PROCESS,C058-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C059-V1-PROCESS,C059-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C060-V1-PROCESS,C060-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C061-V1-PROCESS,C061-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C062-V1-PROCESS,C062-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C063-V1-PROCESS,C063-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C064-V1-PROCESS,C064-V1,https://www.epfindia.gov.in/,application_or_guidance,online,not_required,not_required,not_applicable,unverified,Online ECR replaces routine paper returns; investigations are separate obligations.,researched_partial
C065-V1-PROCESS,C065-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C066-V1-PROCESS,C066-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C067-V1-PROCESS,C067-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C068-V1-PROCESS,C068-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C069-V1-PROCESS,C069-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C070-V1-PROCESS,C070-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C071-V1-PROCESS,C071-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C072-V1-PROCESS,C072-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C073-V1-PROCESS,C073-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C074-V1-PROCESS,C074-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C075-V1-PROCESS,C075-V1,https://foscos.fssai.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Online application does not eliminate risk-based inspection. Check current KoB eligibility and documents; perpetual validity does not remove annual fee/compliance duties.,researched_partial
C076-V1-PROCESS,C076-V1,https://foscos.fssai.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Online application does not eliminate risk-based inspection. Check current KoB eligibility and documents; perpetual validity does not remove annual fee/compliance duties.,researched_partial
C077-V1-PROCESS,C077-V1,https://foscos.fssai.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Online application does not eliminate risk-based inspection. Check current KoB eligibility and documents; perpetual validity does not remove annual fee/compliance duties.,researched_partial
C078-V1-PROCESS,C078-V1,https://www.dgft.gov.in/,application_or_guidance,online,not_required,not_required,unverified,unverified,FTP states IEC application and update are completely online; query resolution may still be necessary.,researched_partial
C079-V1-PROCESS,C079-V1,https://www.dgft.gov.in/,application_or_guidance,online,not_required,not_required,unverified,unverified,FTP states IEC application and update are completely online; query resolution may still be necessary.,researched_partial
C080-V1-PROCESS,C080-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C081-V1-PROCESS,C081-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C082-V1-PROCESS,C082-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C083-V1-PROCESS,C083-V1,https://udyamregistration.gov.in/,application_or_guidance,online,not_required,not_required,not_applicable,unverified,"Official process is free, paperless and based on self-declaration; no document upload and no renewal. Keep Aadhaar/PAN/GST-linked particulars available.",researched_partial
C084-V1-PROCESS,C084-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C085-V1-PROCESS,C085-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C086-V1-PROCESS,C086-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C087-V1-PROCESS,C087-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C088-V1-PROCESS,C088-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C089-V1-PROCESS,C089-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C090-V1-PROCESS,C090-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C092-V1-PROCESS,C092-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C093-V1-PROCESS,C093-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C094-V1-PROCESS,C094-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,researched_partial
C095-V1-PROCESS,C095-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,researched_partial
C096-V1-PROCESS,C096-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C097-V1-PROCESS,C097-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,researched_partial
C098-V1-PROCESS,C098-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,researched_partial
C099-V1-PROCESS,C099-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C100-V1-PROCESS,C100-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C101-V1-PROCESS,C101-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C102-V1-PROCESS,C102-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C103-V1-PROCESS,C103-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C104-V1-PROCESS,C104-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C105-V1-PROCESS,C105-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C106-V1-PROCESS,C106-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C107-V1-PROCESS,C107-V1,,not_resolved,unverified,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",unverified
C108-V1-PROCESS,C108-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"MCA21 electronic filing route. DSC, execution, foreign-document notarisation/apostille and hearing requirements depend on form and applicant; not verified here.",researched_partial
C054-V2-PROCESS,C054-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C055-V2-PROCESS,C055-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C056-V2-PROCESS,C056-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C057-V2-PROCESS,C057-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C061-V2-PROCESS,C061-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C050-V2-PROCESS,C050-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
C060-V2-PROCESS,C060-V2,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",researched_partial
N001-V1-PROCESS,N001-V1,https://www.mca.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N002-V1-PROCESS,N002-V1,https://www.msme.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Onboarding does not compel every invoice to be financed. Select an RBI-authorised TReDS operator; ministry URL is guidance.,unverified
N003-V1-PROCESS,N003-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Electronic filing does not establish that agreement execution or stamping is fully digital.,researched_partial
N004-V1-PROCESS,N004-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N005-V1-PROCESS,N005-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N006-V1-PROCESS,N006-V1,https://www.mca.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,MGT-6 and BEN-2 are different returns; this framework requires form-specific subrules before activation.,unverified
N007-V1-PROCESS,N007-V1,https://fcraonline.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N008-V1-PROCESS,N008-V1,https://www.incometax.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N009-V1-PROCESS,N009-V1,https://foscos.fssai.gov.in/,application_or_guidance,online,not_required,not_required,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N010-V1-PROCESS,N010-V1,https://foscos.fssai.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N011-V1-PROCESS,N011-V1,https://foscos.fssai.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N012-V1-PROCESS,N012-V1,https://eprplastic.cpcb.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial
N013-V1-PROCESS,N013-V1,https://eprbattery.cpcb.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial
N014-V1-PROCESS,N014-V1,https://www.eprewaste.cpcb.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial
N015-V1-PROCESS,N015-V1,https://eprtyres.cpcb.gov.in/assets/Guidance_Document_for_Generation_and_Transfer_of_EPR_Certificate_for_wastetyremanagement.pdf,application_or_guidance,online,unverified,unverified,conditional,unverified,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial
N016-V1-PROCESS,N016-V1,https://eprusedoil.cpcb.gov.in/page/1,application_or_guidance,online,unverified,unverified,conditional,unverified,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial
N017-V1-PROCESS,N017-V1,https://cdwm.cpcb.gov.in/about-system,application_or_guidance,online,unverified,unverified,conditional,unverified,Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial
N018-V1-PROCESS,N018-V1,https://parivesh.nic.in/,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N019-V1-PROCESS,N019-V1,https://parivesh.nic.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N020-V1-PROCESS,N020-V1,https://parivesh.nic.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N021-V1-PROCESS,N021-V1,https://cgwb.gov.in/en/ground-water-regulation,application_or_guidance,unverified,unverified,unverified,conditional,unverified,CGWA is not the licensing authority for every state; do not use one universal national application.,unverified
N022-V1-PROCESS,N022-V1,https://www.icegate.gov.in/,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N023-V1-PROCESS,N023-V1,https://www.icegate.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N024-V1-PROCESS,N024-V1,https://firms.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N025-V1-PROCESS,N025-V1,https://firms.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
