rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
AX011-V1,AX011,IN,AUTH-PROPERTY_REGISTRATION,Property/registration framework; Supreme Court distinction between title and mutation,,"Proposed purchaser, lender or transferee of land/building.",,,,,,event_based,Before commitment/payment/registration; refresh before completion.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Property title and competing-rights due diligence,PROPERTY_REGISTRATION,due_diligence,central,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Title chain; certified deeds; encumbrances and mortgages; court/acquisition searches; succession and seller authority; possession/boundary evidence,https://api.sci.gov.in/supremecourt/2024/41857/41857_2024_14_1502_67116_Judgement_19-Dec-2025.pdf,unverified,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://api.sci.gov.in/supremecourt/2024/41857/41857_2024_14_1502_67116_Judgement_19-Dec-2025.pdf
AX012-V1,AX012,IN,AUTH-PROPERTY_REGISTRATION,Registration Act 1908 and applicable state stamp/registration law,,"Instrument requiring registration; deed type, execution place, property situs and exemptions control liability.",,,,,,event_based,Ordinary section 23 presentation limit: four months from execution; statutory exceptions and state amendments require review.,"{""type"": ""manual_review""}","No uniform India-wide stamp rate. Online drafting/payment/booking does not prove no SRO attendance, witnesses or identity verification. Record current procedure per instrument.",researched_partial,0,2026-09-15,Deed registration and state stamp-duty assessment,PROPERTY_REGISTRATION,mandatory_if_applicable,central,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Executed instrument; parties/authority and identity; property schedule; stamp-duty and registration-fee evidence,https://www.indiacode.nic.in/bitstream/123456789/19013/1/the_registration_act%2C_1908.pdf,unverified,unverified,unverified,unverified,"No uniform India-wide stamp rate. Online drafting/payment/booking does not prove no SRO attendance, witnesses or identity verification. Record current procedure per instrument.",https://www.indiacode.nic.in/bitstream/123456789/19013/1/the_registration_act%2C_1908.pdf
AX013-V1,AX013,IN,AUTH-LAND_RECORDS,"Applicable state tenure, land-reform, planning and special-area law",,"Land purchase/change of use; investigate agricultural eligibility, tribal/protected land, tenancy, ceiling, lease conditions and acquisition restrictions.",,,,,,event_based,"Before contract, transfer or change of use.","{""type"": ""manual_review""}",Research checklist only; the directory does not establish any particular state restriction. Each applicable provision remains a state/property-level verification task.,researched_partial,0,2026-09-15,Land-use and purchaser eligibility screening,LAND_RECORDS,due_diligence,central,location|transaction|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel classification; buyer eligibility; tenure/lease terms; planning designation; permissions,https://dolr.gov.in/en/citizen-centric-services/,unverified,unverified,unverified,unverified,Research checklist only; the directory does not establish any particular state restriction. Each applicable provision remains a state/property-level verification task.,https://dolr.gov.in/en/citizen-centric-services/
AX014-V1,AX014,IN,AUTH-FEMA,FEMA Non-Debt Instruments Rules and RBI immovable-property guidance,,"Person resident outside India acquiring Indian property; citizenship/OCI, asset class and purchase/gift/inheritance mode matter.",,,,,,event_based,Before acquisition and remittance.,"{""type"": ""manual_review""}","General NRI/OCI purchase permission excludes agricultural land, plantation property and farmhouse. Inheritance and other routes require separate analysis; do not infer an absolute ban on all modes of acquisition.",researched_partial,0,2026-09-15,NRI / OCI immovable property acquisition eligibility,FEMA,mandatory_if_applicable,central,transaction|location,individual,Residence/citizenship or OCI evidence; property classification; acquisition mode; funds/banking evidence,https://systemhealth.rbi.org.in/Scripts/FS_FAQs.aspx_Id%3D117%26fn%3D5.html,unverified,unverified,unverified,unverified,"General NRI/OCI purchase permission excludes agricultural land, plantation property and farmhouse. Inheritance and other routes require separate analysis; do not infer an absolute ban on all modes of acquisition.",https://systemhealth.rbi.org.in/Scripts/FS_FAQs.aspx_Id%3D117%26fn%3D5.html
AX015-V1,AX015,IN-WB,AUTH-AX-WB-LAND,Applicable state land/revenue law and current service procedure,,Transfer/succession or other record-change event requiring mutation.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,West Bengal mutation of land records,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Deed/succession basis; parcel and recorded-party details; current checklist,https://wb.gov.in/government-schemes-details-mutation-of-land-records.aspx,online,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://wb.gov.in/government-schemes-details-mutation-of-land-records.aspx
AX016-V1,AX016,IN-WB,AUTH-AX-WB-LAND,Applicable state land/revenue law and current service procedure,,Recorded holding with assessed land revenue demand.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Land revenue is distinct from municipal holding/property tax; reconcile the correct plot, payer and demand period.",researched_partial,0,2026-09-15,West Bengal land revenue / Khajna application and payment,LAND_RECORDS,mandatory_if_applicable,state,date|notice|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Khatian; plot/dag; share and land-use details; demand and payment receipt,https://banglarbhumi.gov.in/BanglarBhumi/RevenueApplication.action,online,unverified,unverified,unverified,"Land revenue is distinct from municipal holding/property tax; reconcile the correct plot, payer and demand period.",https://banglarbhumi.gov.in/BanglarBhumi/RevenueApplication.action
AX017-V1,AX017,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Transfer or succession requiring record update.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar mutation application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Deed/inheritance basis; parcel and applicant details,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX018-V1,AX018,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Holding with land revenue liability.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar Bhu Lagan land revenue payment,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Jamabandi reference; demand period and challan/receipt,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX019-V1,AX019,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Error in digitised land record eligible for correction.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar Jamabandi correction / Parimarjan,LAND_RECORDS,conditional_service,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Existing record; discrepancy and supporting original/certified evidence,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX020-V1,AX020,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Applicant needing possession certification for a permitted purpose.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar land possession certificate,LAND_RECORDS,conditional_service,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel details; possession basis; current service checklist,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX021-V1,AX021,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Proposed use change within the conversion regime.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar land conversion application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Title/tenure evidence; parcel map; proposed use and project documents,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX022-V1,AX022,IN-MH,AUTH-AX-MH-LAND,Applicable state land/revenue law and current service procedure,,"Person requiring authenticated 7/12, 8A, Ferfar or Property Card for relevant parcel.",,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Use appropriate authenticated extract; a free screen view and a certified record may have different evidentiary uses. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Maharashtra digitally signed land-record extracts,LAND_RECORDS,due_diligence,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Survey/record identifiers; requested record type,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,online,unverified,unverified,unverified,"Use appropriate authenticated extract; a free screen view and a certified record may have different evidentiary uses. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn
AX023-V1,AX023,IN-MH,AUTH-AX-MH-LAND,Applicable state land/revenue law and current service procedure,,Covered land record change requiring mutation; check whether registration already initiated it.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Do not file a duplicate application if the registered transaction already initiated mutation; check status and current service category.,researched_partial,0,2026-09-15,Maharashtra e-Hakk mutation application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Record identifiers; event supporting documents; applicant/holder details,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,online,unverified,unverified,unverified,Do not file a duplicate application if the registered transaction already initiated mutation; check status and current service category.,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn
AX024-V1,AX024,IN-KA,AUTH-AX-KA-LAND,Applicable state land/revenue law and current service procedure,,Ownership or other change recorded in RTC under the applicable Karnataka revenue procedure.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Karnataka RTC mutation and record review,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,RTC and survey identifiers; transfer/succession records; mutation reference,https://landrecords.karnataka.gov.in/,online_or_assisted,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://kalaburagi.nic.in/en/service/land-records/
AX025-V1,AX025,IN-TN,AUTH-AX-TN-LAND,Applicable state land/revenue law and current service procedure,,Buyer/holder reviewing textual rights and survey records before property transaction.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",NIC service announcement supports record access; no fixed patta-transfer deadline or visit-free mutation is asserted.,researched_partial,0,2026-09-15,Tamil Nadu integrated record and patta-history review,LAND_RECORDS,due_diligence,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Survey/subdivision identifiers; patta and FMB; transfer history,https://eservices.tn.gov.in/,online,unverified,unverified,unverified,NIC service announcement supports record access; no fixed patta-transfer deadline or visit-free mutation is asserted.,https://tn.nic.in/news/additional-land-records-services-launch-by-honourable-minister-for-revenue-and-disaster-management-tamil-nadu/
AX026-V1,AX026,IN-KL,AUTH-AX-KL-LAND,Applicable state land/revenue law and current service procedure,,Holding with applicable revenue demand; village and digital-survey rollout determine service route.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Verify whether the parcel uses ReLIS or a newer integrated system. Separate land tax, building tax and local-body property tax.",researched_partial,0,2026-09-15,Kerala land revenue assessment and remittance,LAND_RECORDS,mandatory_if_applicable,state,date|notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Survey/holding references; assessment/demand; prior receipt,https://www.revenue.kerala.gov.in/revenueportalbeta/index.php,online,unverified,unverified,unverified,"Verify whether the parcel uses ReLIS or a newer integrated system. Separate land tax, building tax and local-body property tax.",https://www.revenue.kerala.gov.in/revenueportalbeta/index.php
AX027-V1,AX027,IN-TG,AUTH-AX-TG-LAND,Applicable state land/revenue law and current service procedure,,Eligible pending mutation case under the current Bhu Bharati service.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Use Bhu Bharati current instructions; do not automatically reuse old Dharani procedure.,researched_partial,0,2026-09-15,Telangana Bhu Bharati pending mutation,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Property and transaction details; pending mutation reference; current checklist,https://bhubharati.telangana.gov.in/,online,unverified,unverified,unverified,Use Bhu Bharati current instructions; do not automatically reuse old Dharani procedure.,https://www.bhubharati.telangana.gov.in/Bhubharati_faq
AX028-V1,AX028,IN-TG,AUTH-AX-TG-LAND,Applicable state land/revenue law and current service procedure,,Proposed transaction covered by registration/mutation procedure; examine section 22A prohibited-property status.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",A missing match is not a title guarantee; exceptions and removal require competent authority process.,researched_partial,0,2026-09-15,Telangana prohibited-property check for registration,LAND_RECORDS,due_diligence,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel details; prohibited-list result; any competent release/order,https://bhubharati.telangana.gov.in/assets/images/userManuals/G_O_Ms_no_39_Dated_14_04_2025.pdf,unverified,unverified,unverified,unverified,A missing match is not a title guarantee; exceptions and removal require competent authority process.,https://bhubharati.telangana.gov.in/assets/images/userManuals/G_O_Ms_no_39_Dated_14_04_2025.pdf
AX029-V1,AX029,IN-HP,AUTH-AX-HP-LAND,Applicable state land/revenue law and current service procedure,,Land transaction or change of use that falls within section 118; buyer category and exemptions must be established.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Service inventory confirms permission routes only; it does not establish that all outsiders are barred or all non-agriculturists must use the same form.,researched_partial,0,2026-09-15,Himachal section 118 permission screening,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Purchaser eligibility; parcel/use details; previous permission and conditions if any,https://himseva.hp.gov.in/pages/staticSite/serviceList.xhtml,online_or_assisted,unverified,unverified,unverified,Service inventory confirms permission routes only; it does not establish that all outsiders are barred or all non-agriculturists must use the same form.,https://himseva.hp.gov.in/pages/staticSite/serviceList.xhtml
AX030-V1,AX030,IN-DL,AUTH-AX-IN-DL-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,"Hotel, restaurant or club proposing liquor service; select actual notified category and current policy.",,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15,Delhi hotel / club liquor licence selection,EXCISE,mandatory_if_applicable,state,industry|location|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises rights and site particulars; proposed product/activity; current category checklist,https://excise.delhi.gov.in/excise/licences,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",https://excise.delhi.gov.in/excise/licences
AX031-V1,AX031,IN-MH,AUTH-AX-IN-MH-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,Proposed or existing retail activity within FL-II; verify whether new grant/transfer is available under policy.,,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15,Maharashtra FL-II retail liquor licence,EXCISE,mandatory_if_applicable,state,industry|location|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises rights and site particulars; proposed product/activity; current category checklist,https://www.stateexcise.maharashtra.gov.in/Form_FLII.aspx,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",https://www.stateexcise.maharashtra.gov.in/Form_FLII.aspx
AX032-V1,AX032,IN-CG,AUTH-AX-IN-CG-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,Premises within current restaurant/hotel bar category; eligibility and local permission matter.,,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15,Chhattisgarh restaurant / hotel bar licence,EXCISE,mandatory_if_applicable,state,industry|location|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises rights and site particulars; proposed product/activity; current category checklist,https://excise.cg.nic.in/ePayment/Citizen_Charter.aspx,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",https://excise.cg.nic.in/ePayment/Citizen_Charter.aspx
